Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1978","1978","1000 USD","281598","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1979","1979","1000 USD","276247","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1980","1980","1000 USD","240875","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1981","1981","1000 USD","224223","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1982","1982","1000 USD","226546","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1983","1983","1000 USD","253260","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1984","1984","1000 USD","256746","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1985","1985","1000 USD","248730","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1986","1986","1000 USD","249303","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1987","1987","1000 USD","220352","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1988","1988","1000 USD","221413","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1989","1989","1000 USD","200745","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1990","1990","1000 USD","204595","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1991","1991","1000 USD","187876","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1992","1992","1000 USD","192027","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1993","1993","1000 USD","188502","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1994","1994","1000 USD","190493","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1995","1995","1000 USD","193055","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1996","1996","1000 USD","203499","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1997","1997","1000 USD","191365","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1998","1998","1000 USD","173143","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","1999","1999","1000 USD","174735","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2000","2000","1000 USD","158544","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2001","2001","1000 USD","155993","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2002","2002","1000 USD","163754","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2003","2003","1000 USD","166449","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2004","2004","1000 USD","171316","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2005","2005","1000 USD","188773","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2006","2006","1000 USD","197438","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2007","2007","1000 USD","212652","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2008","2008","1000 USD","233800","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2009","2009","1000 USD","246029","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2010","2010","1000 USD","276764","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2011","2011","1000 USD","286186","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2012","2012","1000 USD","272441","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2013","2013","1000 USD","235936","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2014","2014","1000 USD","197460","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2015","2015","1000 USD","164546","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2016","2016","1000 USD","143095","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2017","2017","1000 USD","150277","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2018","2018","1000 USD","149354","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2019","2019","1000 USD","135225","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2020","2020","1000 USD","141474","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2021","2021","1000 USD","139086","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2022","2022","1000 USD","128201","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2023","2023","1000 USD","116582","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2024","2024","1000 USD","125314","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1991","1991","1000 USD","12908","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1992","1992","1000 USD","15425","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1993","1993","1000 USD","14662","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1994","1994","1000 USD","18665","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1995","1995","1000 USD","20163","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1996","1996","1000 USD","19581","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1997","1997","1000 USD","19542","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1998","1998","1000 USD","19547","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1999","1999","1000 USD","18297","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2000","2000","1000 USD","16901","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2001","2001","1000 USD","15022","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2002","2002","1000 USD","13928","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2003","2003","1000 USD","15130","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2004","2004","1000 USD","14675","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2005","2005","1000 USD","16673","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2006","2006","1000 USD","18533","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2007","2007","1000 USD","21434","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2008","2008","1000 USD","27974","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2009","2009","1000 USD","11267","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2010","2010","1000 USD","26406","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2011","2011","1000 USD","33147","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2012","2012","1000 USD","32873","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2013","2013","1000 USD","44332","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2014","2014","1000 USD","48888","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2015","2015","1000 USD","46767","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2016","2016","1000 USD","44106","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2017","2017","1000 USD","34682","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2018","2018","1000 USD","53488","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2019","2019","1000 USD","34558","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2020","2020","1000 USD","40606","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2021","2021","1000 USD","40506","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2022","2022","1000 USD","25713","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2023","2023","1000 USD","19427","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2024","2024","1000 USD","27021","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1961","1961","1000 USD","5279","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1962","1962","1000 USD","4028","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1963","1963","1000 USD","5181","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1964","1964","1000 USD","5478","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1965","1965","1000 USD","3228","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1966","1966","1000 USD","4806","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1967","1967","1000 USD","3757","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1968","1968","1000 USD","5367","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1969","1969","1000 USD","4447","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1970","1970","1000 USD","4249","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1971","1971","1000 USD","3912","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1972","1972","1000 USD","4065","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1973","1973","1000 USD","4969","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1974","1974","1000 USD","3135","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1975","1975","1000 USD","4903","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1976","1976","1000 USD","4982","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1977","1977","1000 USD","4772","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1978","1978","1000 USD","6396","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1979","1979","1000 USD","12194","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1980","1980","1000 USD","13021","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1981","1981","1000 USD","13244","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1982","1982","1000 USD","9751","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1983","1983","1000 USD","14753","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1984","1984","1000 USD","31798","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1985","1985","1000 USD","21260","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1986","1986","1000 USD","20951","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1987","1987","1000 USD","22226","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1988","1988","1000 USD","21748","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1989","1989","1000 USD","19636","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1990","1990","1000 USD","19190","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1991","1991","1000 USD","19732","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1992","1992","1000 USD","20491","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1993","1993","1000 USD","21629","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1994","1994","1000 USD","21250","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1995","1995","1000 USD","21629","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1996","1996","1000 USD","22009","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1997","1997","1000 USD","22388","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1998","1998","1000 USD","22402","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","1999","1999","1000 USD","22768","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2000","2000","1000 USD","22758","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2001","2001","1000 USD","22534","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2002","2002","1000 USD","20174","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2003","2003","1000 USD","18932","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2004","2004","1000 USD","22531","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2005","2005","1000 USD","24454","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2006","2006","1000 USD","25359","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2007","2007","1000 USD","28093","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2008","2008","1000 USD","30224","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2009","2009","1000 USD","14033","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2010","2010","1000 USD","29235","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2011","2011","1000 USD","31410","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2012","2012","1000 USD","35784","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2013","2013","1000 USD","46550","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2014","2014","1000 USD","49016","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2015","2015","1000 USD","46060","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2016","2016","1000 USD","44675","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2017","2017","1000 USD","37129","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2018","2018","1000 USD","58878","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2019","2019","1000 USD","41208","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2020","2020","1000 USD","49335","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2021","2021","1000 USD","51203","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2022","2022","1000 USD","52849","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2023","2023","1000 USD","40821","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2024","2024","1000 USD","45861","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","0113","Rice","1991","1991","1000 USD","417497","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","0113","Rice","1992","1992","1000 USD","430257","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","0113","Rice","1993","1993","1000 USD","436115","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","0113","Rice","1994","1994","1000 USD","433386","E","Estimated value"
"QV","Value of Agricultural Production","144","Sri Lanka","57","Gross Production Value (current thousand US$)","0113","Rice","1995","1995","1000 USD","425994","E","Estimated value"
